company,color,r,g,b
yves-saint-laurent,/yves-saint-laurent/makeup/lepper/leppestift/yves-saint-laurent-loveshine-candy-glaze-lip-gloss-stick-15-showcasing-nude,172,99,95
yves-saint-laurent,/yves-saint-laurent/makeup/lepper/leppestift/yves-saint-laurent-loveshine-candy-glaze-lip-gloss-stick-5-pink-satisfaction,172,70,81
yves-saint-laurent,/yves-saint-laurent/makeup/lepper/leppestift/yves-saint-laurent-loveshine-candy-glow-lip-balm-brown-nude-6b,144,74,58
yves-saint-laurent,/yves-saint-laurent/makeup/lepper/leppestift/yves-saint-laurent-loveshine-candy-glow-lip-balm-nude-crush-5b,138,41,59
yves-saint-laurent,/yves-saint-laurent/makeup/lepper/leppestift/yves-saint-laurent-loveshine-candy-glow-lip-balm-nude-lavaillere-44b,190,94,91
yves-saint-laurent,/yves-saint-laurent/makeup/lepper/leppestift/yves-saint-laurent-rouge-pur-couture-the-bold-lipstick-02-wilful-red,175,0,37
yves-saint-laurent,/yves-saint-laurent/makeup/lepper/leppestift/yves-saint-laurent-rouge-pur-couture-the-bold-lipstick-10-braze-nude,169,97,90
yves-saint-laurent,/yves-saint-laurent/makeup/lepper/leppestift/yves-saint-laurent-rouge-pur-couture-the-bold-lipstick-01-le-rouge,174,21,52
yves-saint-laurent,/yves-saint-laurent/makeup/lepper/leppestift/yves-saint-laurent-rouge-pur-couture-lipstick-p22,223,160,195
yves-saint-laurent,/yves-saint-laurent/makeup/lepper/leppestift/yves-saint-laurent-rouge-pur-couture-the-bold-lips-13,178,119,108
yves-saint-laurent,/yves-saint-laurent/makeup/lepper/leppestift/yves-saint-laurent-rouge-pur-couture-lipstick-p2,211,114,138
yves-saint-laurent,/yves-saint-laurent/makeup/lepper/leppestift/yves-saint-laurent-rouge-pur-couture-lipstick-n10,190,99,89
yves-saint-laurent,/yves-saint-laurent/makeup/lepper/leppestift/yves-saint-laurent-rouge-pur-couture-lipstick-n5,192,129,128
yves-saint-laurent,/yves-saint-laurent/makeup/lepper/leppestift/yves-saint-laurent-rouge-pur-couture-the-bold-lips-14,120,59,60
yves-saint-laurent,/yves-saint-laurent/makeup/lepper/leppestift/yves-saint-laurent-rouge-pur-couture-the-bold-lips-1968,155,86,83
